pathogen,type,target,human.target,domestic.target,wild.target,livestock.target,companion.target,transmission,direct,indirect,vector,trophic,vector.id,fleas,ticks,mosquitoes,flies,vector.req,region,region.standard,n.america,s.america,europe,asia,africa,oceania,worldwide,environment.reservoir,domestic.reservoir,wild.reservoir,livestock.reservoir,companion.reservoir,reservoir.type,single,multiple,complex,taxon,mammal,environment.1,mollusk,arthropod,fish,amphibian,bird,annelid,helminth,reptile,orders,artiodactyla,carnivora,rodentia,perissodactyla,primates,cetacea,soricomorpha,chiroptera,cingulata,didelphimorphia,diprotodontia,erinaceomorpha,hyracoidea,lagomorpha,pilosa,cef,confidence,reservoir,species,MSW05_Order,MSW05_Family,MSW05_Genus,MSW05_Species,AdultMass_g,SexMat_d,Gest_d,IBI_d,LitterSize,Litters_Yr,BirthWt_g,Wean_d,WeanWt_g,MaxLong_m 
Hymenolepis diminuta,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"flour beetles (Tenebrio molitor, Tribolium confusum) + rats (Rattus rattus, Rattus norvegicus), house mice (Mus musculus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Hymenolepis diminuta,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,complex,0,0,1,"arthropod, mammal",1,0,0,1,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,"flour beetles (Tenebrio molitor, Tribolium confusum) + rats (Rattus rattus, Rattus norvegicus), house mice (Mus musculus)",Mus musculus,Rodentia,Muridae,Mus,musculus,19.3,64.71,19.6,30,5.54,4.5,1.06,21.5,10,72
Inkoo virus,virus,humans,1,0,0,0,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,"Europe, Asia","EU,AS",0,0,1,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Lagomorpha,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,A,high,mountain hares (Lepus timidus),Lepus timidus,Lagomorpha,Leporidae,Lepus,timidus,3105.42,266,50.1,50,3.16,3,113.49,23,492,216
Jamestown Canyon virus,virus,humans,1,0,0,0,0,VB,0,0,1,0,mosquitoes,0,0,1,0,Y,North America,NA,1,0,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,white-tailed deer (Odocoileus virginianus),Odocoileus virginianus,Artiodactyla,Cervidae,Odocoileus,virginianus,75901.25,365,201.39,304.16,1.57,1,2949.99,79.92,29985.81,276
Junin virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,drylands vesper mice (Calomys musculinus),Calomys musculinus,Rodentia,Cricetidae,Calomys,musculinus,20.2,76.03,20.97,22.00345984,6.27,3.211412947,1.983618496,21.66650035,10.96816561,30.25422288
Juquitiba virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,black-footed pygmy rice rats (Oligoryzomys nigripes),Oligoryzomys nigripes,Rodentia,Cricetidae,Oligoryzomys,nigripes,20.33,47.39,25.232,25.53057226,3.59,3.396275891,3.3,14.44,12.85068415,36.16868667
Lagochilascaris minor,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America, Caribbean","NA,SA",1,1,0,0,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, mammal",1,1,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + Central American agoutis (Dasyprocta punctata), red-rumped agoutis (Dasyprocta leporina), capybaras (Hydrochoerus hydrochaeris), pacas (Cuniculus paca), cats (Felis catus)",Dasyprocta punctata,Rodentia,Dasyproctidae,Dasyprocta,punctata,2309.12,487,107.65,127,1.25,2.107443961,227,140,486.9694602,120
Lagochilascaris minor,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America, Caribbean","NA,SA",1,1,0,0,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, mammal",1,1,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + Central American agoutis (Dasyprocta punctata), red-rumped agoutis (Dasyprocta leporina), capybaras (Hydrochoerus hydrochaeris), pacas (Cuniculus paca), cats (Felis catus)",Dasyprocta leporina,Rodentia,Dasyproctidae,Dasyprocta,leporina,3009.99,193,106.39,125.0034538,1.4,2.355282208,201.1630204,140,581.337357,213.6
Lagochilascaris minor,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America, Caribbean","NA,SA",1,1,0,0,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, mammal",1,1,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + Central American agoutis (Dasyprocta punctata), red-rumped agoutis (Dasyprocta leporina), capybaras (Hydrochoerus hydrochaeris), pacas (Cuniculus paca), cats (Felis catus)",Hydrochoerus hydrochaeris,Rodentia,Caviidae,Hydrochoerus,hydrochaeris,48144.91,566.36,150.73,245,3.49,1,1500,109.75,8299,144
Lagochilascaris minor,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America, Caribbean","NA,SA",1,1,0,0,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, mammal",1,1,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + Central American agoutis (Dasyprocta punctata), red-rumped agoutis (Dasyprocta leporina), capybaras (Hydrochoerus hydrochaeris), pacas (Cuniculus paca), cats (Felis catus)",Cuniculus paca,Rodentia,Cuniculidae,Cuniculus,paca,8172.55,335.48,116.24,191,1.01,1.75,674.77,82.75,1535.315426,192
Lagochilascaris minor,helminth,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Central America, South America, Caribbean","NA,SA",1,1,0,0,0,0,0,1,1,1,0,1,complex,0,0,1,"environment, mammal",1,1,0,0,0,0,0,0,0,0,"Rodentia, Carnivora",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"environment + Central American agoutis (Dasyprocta punctata), red-rumped agoutis (Dasyprocta leporina), capybaras (Hydrochoerus hydrochaeris), pacas (Cuniculus paca), cats (Felis catus)",Felis catus,Carnivora,Felidae,Felis,catus,2884.8,296.98,62.99,100,4,2,113,56,856.5147446,408
Laguna Negra virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,large vesper mice (Calomys callosus),Calomys callosus,Rodentia,Cricetidae,Calomys,callosus,44.95,43.18,21.8,21,4.91,3,2.4,18.33,12.05,37.12488422
Lassa fever virus,virus,humans,1,0,0,0,0,"T, DC",1,0,0,1,none,0,0,0,0,NA,Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,D,high,multimammate rats (Mastomys natalensis),Mastomys natalensis,Rodentia,Muridae,Mastomys,natalensis,41.85,60.09,23.64,28,9.23,2,1.98,20,12.09,46.58183431
Lechiguanas virus,virus,humans,1,0,0,0,0,DC,1,0,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,yellow pygmy rice rats (Oligoryzomys flavescens),Oligoryzomys flavescens,Rodentia,Cricetidae,Oligoryzomys,flavescens,21.3,36.99305434,22.92900982,24.16498771,4.95,3.937296189,2.001401811,18.08038837,10.26899045,33.84541068
Leishmania aethiopica,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Hyracoidea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B,medium,"hyraxes (Procavia capensis, Heterohyrax brucei)",Procavia capensis,Hyracoidea,Procaviidae,Procavia,capensis,2952.48,487.07,231.24,365,2.5,1,203.49,90.99,499.99,168
Leishmania aethiopica,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Hyracoidea,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,B,medium,"hyraxes (Procavia capensis, Heterohyrax brucei)",Heterohyrax brucei,Hyracoidea,Procaviidae,Heterohyrax,brucei,2453.66,510.44,228.12,365,1.89,1,225,129.04,733.0980596,168
Leishmania braziliensis,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Didelphimorphia",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,D,medium,"water rats (Nectomys squamipes), grass mice (Necromys lasiurus), rats (Rattus rattus), opossums (Didelphis marsupialis)",Nectomys squamipes,Rodentia,Cricetidae,Nectomys,squamipes,184.98,56.2890625,20.80308313,26.74046326,4.5,2.963418124,5.370294374,19.77341873,31.09051594,40.46820781
Leishmania braziliensis,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Didelphimorphia",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,D,medium,"water rats (Nectomys squamipes), grass mice (Necromys lasiurus), rats (Rattus rattus), opossums (Didelphis marsupialis)",Necromys lasiurus,Rodentia,Cricetidae,Necromys,lasiurus,39.93,39.06,21.97,20.45171562,4.5,3.418638998,3.57,18.82560739,17.74885776,36.19591711
Leishmania braziliensis,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Didelphimorphia",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,D,medium,"water rats (Nectomys squamipes), grass mice (Necromys lasiurus), rats (Rattus rattus), opossums (Didelphis marsupialis)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Leishmania braziliensis,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,"Central America, South America","NA,SA",1,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,"Rodentia, Didelphimorphia",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,D,medium,"water rats (Nectomys squamipes), grass mice (Necromys lasiurus), rats (Rattus rattus), opossums (Didelphis marsupialis)",Didelphis marsupialis,Didelphimorphia,Didelphidae,Didelphis,marsupialis,1134.75,200.88,14,110,7.09,2,0.16,92.47,95.91,32.4
Leishmania guyanensis,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Pilosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,medium,"Linnaeus's two-toed sloths (Choloepus didactylus), lesser anteater (Tamandua tetradactyla)",Choloepus didactylus,Pilosa,Megalonychidae,Choloepus,didactylus,6646.5,1262.74,269.63,795.41,1,1,364,52.61,4252.836711,333.6
Leishmania guyanensis,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Pilosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,medium,"Linnaeus's two-toed sloths (Choloepus didactylus), lesser anteater (Tamandua tetradactyla)",Tamandua tetradactyla,Pilosa,Myrmecophagidae,Tamandua,tetradactyla,4800,365,160,365,1,1,177.4532564,58.20468118,772.6017127,108
Leishmania infantum,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,high,dogs (Canis lupus),Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Leishmania lainsoni,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,pacas (Cuniculus paca),Cuniculus paca,Rodentia,Cuniculidae,Cuniculus,paca,8172.55,335.48,116.24,191,1.01,1.75,674.77,82.75,1535.315426,192
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,"Asia, Africa","AS,AF",0,0,0,1,1,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,high,sand fat jirds (Psammomys obesus),Psammomys obesus,Rodentia,Muridae,Psammomys,obesus,102.15,63.38,24.8,38.3,3.49,3.739852298,6.2,24.18,40,38.4
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,central Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,high,great gerbils (Rhombomys opimus),Rhombomys opimus,Rodentia,Muridae,Rhombomys,opimus,285,108.27,27.5,47.25652297,4.59,3.25,4.75,23.15,52.21534169,48
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,northeast Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"Buxton's jirds (Meriones sacramenti), greater Egyptian gerbil (Gerbillus pyramidum)",Meriones sacramenti,Rodentia,Muridae,Meriones,sacramenti,50,76.7932583,24.38343344,35.25809709,5.99,2.810568653,2.815291035,24.89789602,14.4406646,45.92711555
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,northeast Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"Buxton's jirds (Meriones sacramenti), greater Egyptian gerbil (Gerbillus pyramidum)",Gerbillus pyramidum,Rodentia,Muridae,Gerbillus,pyramidum,42.8,78.15,22.14,39.34877227,3.3,5,2.5,27.5,14.83,98.4
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,south Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,Indian desert jirds (Meriones hurrianae),Meriones hurrianae,Rodentia,Muridae,Meriones,hurrianae,71.02,46.58,29.19,36.63792417,4.1,3.5,4.1,19.85,20.5,53.47041013
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,Middle East,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,Libyan jirds (Meriones libycus),Meriones libycus,Rodentia,Muridae,Meriones,libycus,91.33,92.8,25.43,55.85995485,4.54,2.581706594,5.24,30.18,45,62.4
Leishmania major,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,northwest Africa,AF,0,0,0,0,1,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,Shaw's jirds (Meriones shawi),Meriones shawi,Rodentia,Muridae,Meriones,shawi,90.6,92.22,24.8,31.25,5.84,2.705434305,4.35,29.31,25,53.05544397
Leishmania naiffi,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Cingulata,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,medium,nine-banded armadillos (Dasypus novemcinctus),Dasypus novemcinctus,Cingulata,Dasypodidae,Dasypus,novemcinctus,3949.01,511.16,134,365,3.96,1,96.48,136.87,693.6087088,180
Leishmania peruviana,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,South America,SA,0,1,0,0,0,0,0,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,dogs (Canis lupus),Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Leishmania shawi,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Pilosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,medium,Linnaeus's two-toed sloths (Choloepus didactylus),Choloepus didactylus,Pilosa,Megalonychidae,Choloepus,didactylus,6646.5,1262.74,269.63,795.41,1,1,364,52.61,4252.836711,333.6
Leishmania turanica,protozoa,humans,1,0,0,0,0,VB,0,0,1,0,flies,0,0,0,1,Y,Asia,AS,0,0,0,1,0,0,0,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,high,great gerbils (Rhombomys opimus),Rhombomys opimus,Rodentia,Muridae,Rhombomys,opimus,285,108.27,27.5,47.25652297,4.59,3.25,4.75,23.15,52.21534169,48
Leptospira licerasiae,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"rats (Rattus rattus, Rattus norvegicus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Leptospira licerasiae,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,South America,SA,0,1,0,0,0,0,0,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"rats (Rattus rattus, Rattus norvegicus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Leptospira spp. serogroup Ballum,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,house mice (Mus musculus),Mus musculus,Rodentia,Muridae,Mus,musculus,19.3,64.71,19.6,30,5.54,4.5,1.06,21.5,10,72
Leptospira spp. serogroup Icterohaemorrhagiae,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"rats (Rattus norvegicus, Rattus rattus)",Rattus norvegicus,Rodentia,Muridae,Rattus,norvegicus,282.89,55.23,21.74,35,8.99,3.5,5.8,25.37,53.07,45.6
Leptospira spp. serogroup Icterohaemorrhagiae,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,0,1,0,0,multiple species,0,1,0,mammal,1,0,0,0,0,0,0,0,0,0,Rodentia,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,"rats (Rattus norvegicus, Rattus rattus)",Rattus rattus,Rodentia,Muridae,Rattus,rattus,142.68,115.29,23.45,31.25,5.88,3.75,4.53,28,37.01,50.4
Leptospira spp. serovar Bratislava,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Perissodactyla,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,medium,horses (Equus caballus),Equus caballus,Perissodactyla,Equidae,Equus,caballus,403598.53,834.72,338.97,547.5,1,1,37899.99,341.76,176266.0538,744
Leptospira spp. serovar Canicola,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,0,1,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Carnivora,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,dogs (Canis lupus),Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
Leptospira spp. serovar Hardjo,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,cattle (Bos taurus),Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Leptospira spp. serovar Pomona,bacteria,humans,1,0,0,0,0,IC,0,1,0,0,none,0,0,0,0,NA,Worldwide,W,0,0,0,0,0,0,1,0,1,0,1,0,single species,1,0,0,mammal,1,0,0,0,0,0,0,0,0,0,Artiodactyla,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,medium,pigs (Sus scrofa),Sus scrofa,Artiodactyla,Suidae,Sus,scrofa,84471.54,350.76,115.2,230,4.52,1.5,807.77,97.88,6469.99,252
Linguatula serrata,arthropod,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,1,1,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"camels (Camelus dromedarius), goats (Capra hircus), cattle (Bos taurus), sheep (Ovis aries) + dogs (Canis lupus), cats (Felis catus), foxes (Vulpes vulpes)",Camelus dromedarius,Artiodactyla,Camelidae,Camelus,dromedarius,492714.47,1947.94,386.51,614.41,0.98,1,36751.19,389.38,253484,480
Linguatula serrata,arthropod,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,1,1,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"camels (Camelus dromedarius), goats (Capra hircus), cattle (Bos taurus), sheep (Ovis aries) + dogs (Canis lupus), cats (Felis catus), foxes (Vulpes vulpes)",Capra hircus,Artiodactyla,Bovidae,Capra,hircus,47386.47,498.97,156,365,1.45,1,2136.11,158.04,15163.69761,249.6
Linguatula serrata,arthropod,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,1,1,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"camels (Camelus dromedarius), goats (Capra hircus), cattle (Bos taurus), sheep (Ovis aries) + dogs (Canis lupus), cats (Felis catus), foxes (Vulpes vulpes)",Bos taurus,Artiodactyla,Bovidae,Bos,taurus,618642.42,755.15,280.48,365,1,1,38000,213.5115627,275000,240
Linguatula serrata,arthropod,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,1,1,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"camels (Camelus dromedarius), goats (Capra hircus), cattle (Bos taurus), sheep (Ovis aries) + dogs (Canis lupus), cats (Felis catus), foxes (Vulpes vulpes)",Ovis aries,Artiodactyla,Bovidae,Ovis,aries,39097.89,831.62,152.54,365,1.19,1,2376.24,182.5,17500,230.04
Linguatula serrata,arthropod,humans,1,0,0,0,0,T,0,0,0,1,none,0,0,0,0,NA,"Africa, Asia","AF,AS",0,0,0,1,1,0,0,0,1,1,1,1,complex,0,0,1,mammal,1,0,0,0,0,0,0,0,0,0,"Artiodactyla, Carnivora",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,A,medium,"camels (Camelus dromedarius), goats (Capra hircus), cattle (Bos taurus), sheep (Ovis aries) + dogs (Canis lupus), cats (Felis catus), foxes (Vulpes vulpes)",Canis lupus,Carnivora,Canidae,Canis,lupus,31756.51,679.37,63.5,365,4.98,2,412.31,44.82,5250,354
