Host,Endangered,Decreasing,DataDeficient,Citations,NVirion,NZoon,
microperoryctes aplini,0,0,0,0,0,0,
microperoryctes longicauda,0,0,0,0,0,0,
microperoryctes murina,0,0,0,0,0,0,
microperoryctes papuensis,0,0,0,0,0,0,
micropotamogale lamottei,0,1,0,0.698970004,0,0,
micropotamogale ruwenzorii,0,0,0,0,0,0,
micropteropus intermedius,0,0,1,0,0,0,
micropteropus pusillus,0,0,0,0.954242509,0.60206,0.60206,
microryzomys altissimus,0,0,0,0,0,0,
microryzomys minutus,0,0,0,0.477121255,0,0,
microsciurus alfari,0,0,0,0,0,0,
microsciurus flaviventer,0,0,0,0,0,0,
microsciurus mimulus,0,0,0,0.301029996,0,0,
microsciurus santanderensis,0,0,1,0,0,0,
microtus abbreviatus,0,0,0,0.301029996,0,0,
microtus agrestis,0,0,0,2.606381365,1.1760913,1.1139434,
microtus anatolicus,0,0,1,0,0,0,
microtus arvalis,0,0,0,2.697229343,1.20412,1.079181,
microtus bavaricus,1,1,0,0,0,0,
microtus brachycercus,0,0,0,0.301029996,0,0,
microtus breweri,0,0,0,0.84509804,0,0,
microtus cabrerae,0,1,0,1.414973348,0,0,
microtus californicus,0,0,0,1.806179974,0.7781513,0.69897,
microtus canicaudus,0,0,0,0.954242509,0,0,
microtus chrotorrhinus,0,1,0,0.84509804,0,0,
microtus clarkei,0,0,0,0.602059991,0.4771213,0,
microtus daghestanicus,0,0,0,0,0,0,
microtus dogramacii,0,0,0,0,0.30103,0.30103,
microtus duodecimcostatus,0,0,0,1.079181246,0.30103,0,
microtus elbeyli,0,0,1,0,0,0,
microtus evoronensis,0,0,1,0.301029996,0,0,
microtus felteni,0,0,0,0.301029996,0,0,
microtus fortis,0,0,0,1.954242509,0.69897,0.4771213,
microtus gerbei,0,0,0,0,0,0,
microtus gregalis,0,0,0,1.146128036,0.69897,0.69897,
microtus guatemalensis,0,1,0,0,0,0,
microtus guentheri,0,0,0,1.322219295,0.60206,0.60206,
microtus hyperboreus,0,0,0,0.301029996,0,0,
microtus ilaeus,0,0,0,0,0.30103,0.30103,
microtus irani,0,0,0,0.477121255,0,0,
microtus kermanensis,0,0,1,0.301029996,0,0,
microtus kikuchii,0,0,0,0.84509804,0,0,
microtus levis,0,0,0,1.146128036,0.69897,0.69897,
microtus liechtensteini,0,0,0,0,0,0,
microtus limnophilus,0,0,0,0.698970004,0,0,
microtus longicaudus,0,0,0,0.954242509,0,0,
microtus lusitanicus,0,0,0,0.698970004,0,0,
microtus majori,0,0,0,0.602059991,0,0,
microtus maximowiczii,0,0,0,0.84509804,0.4771213,0.30103,
microtus mexicanus,0,0,0,0.698970004,0,0,
microtus middendorffii,0,0,0,0.301029996,0,0,
microtus miurus,0,0,0,0.602059991,0,0,
microtus mongolicus,0,0,0,0,0,0,
microtus montanus,0,0,0,2.021189299,0.60206,0.4771213,
microtus montebelli,0,0,0,1.716003344,0.30103,0.30103,
microtus mujanensis,0,0,1,0.301029996,0,0,
microtus multiplex,0,0,0,0,0,0,
microtus nasarovi,0,0,1,0,0,0,
microtus oaxacensis,1,1,0,0,0,0,
microtus ochrogaster,0,0,0,2.664641976,0.30103,0.30103,
microtus oeconomus,0,0,0,2.187520721,0.84509804,0.69897,
microtus oregoni,0,0,0,1.041392685,0,0,
microtus paradoxus,0,0,0,0.477121255,0,0,
microtus pennsylvanicus,0,0,0,2.413299764,0.84509804,0.84509804,
microtus pinetorum,0,0,0,1.579783597,0,0,
microtus qazvinensis,0,0,0,0,0,0,
microtus quasiater,0,1,0,0,0,0,
microtus richardsoni,0,0,0,0.477121255,0.4771213,0.4771213,
microtus sachalinensis,0,0,0,0,0,0,
microtus savii,0,0,0,0.903089987,0,0,
microtus schelkovnikovi,0,1,0,0,0,0,
microtus schidlovskii,0,0,0,0.301029996,0,0,
microtus socialis,0,0,0,1.544068044,0.30103,0.30103,
microtus subterraneus,0,0,0,1.255272505,0.4771213,0.4771213,
microtus tatricus,0,0,0,0,0,0,
microtus thomasi,0,0,0,0.84509804,0,0,
microtus townsendii,0,0,0,1,0,0,
microtus transcaspicus,0,0,0,0.477121255,0,0,
microtus umbrosus,1,1,0,0,0,0,
microtus xanthognathus,0,0,0,0.698970004,0,0,
millardia gleadowi,0,0,0,0,0,0,
millardia kathleenae,0,0,0,0,0,0,
millardia kondana,1,1,0,0,0,0,
millardia meltada,0,0,0,1.397940009,0.4771213,0.4771213,
mimetillus moloneyi,0,0,0,0,0,0,
mimon bennettii,0,0,0,0.477121255,0,0,
mimon cozumelae,0,0,0,0.477121255,0,0,
mindomys hammondi,1,1,0,0,0,0,
miniopterus aelleni,0,0,0,0.301029996,0,0,
miniopterus africanus,0,0,1,0,0.30103,0,
miniopterus ambohitrensis,0,0,0,0.301029996,0,0,
miniopterus australis,0,0,0,0.602059991,0,0,
miniopterus brachytragos,0,0,0,0,0,0,
miniopterus egeri,0,0,0,0,0,0,
miniopterus fraterculus,0,0,0,0,0,0,
miniopterus fuscus,1,1,0,0.301029996,0.30103,0,
miniopterus gleni,0,0,0,0.477121255,0,0,
miniopterus griffithsi,0,0,1,0,0,0,
miniopterus griveaudi,0,0,1,0.301029996,0,0,
miniopterus inflatus,0,0,0,0.84509804,0.30103,0.30103,
miniopterus macrocneme,0,0,0,0,0,0,
miniopterus maghrebensis,0,0,0,0.301029996,0,0,
miniopterus magnater,0,0,0,0.84509804,0.69897,0,
miniopterus mahafaliensis,0,0,0,0,0,0,
miniopterus majori,0,0,0,0,0,0,
miniopterus manavi,0,0,0,0.301029996,0,0,
miniopterus medius,0,0,0,0,0,0,
miniopterus minor,0,0,1,0.477121255,0,0,
miniopterus natalensis,0,0,0,1.113943352,0,0,
miniopterus newtoni,0,0,1,0,0,0,
miniopterus paululus,0,0,1,0,0,0,
miniopterus petersoni,0,0,1,0,0,0,
miniopterus pusillus,0,0,0,0.77815125,0.69897,0,
miniopterus robustior,1,1,0,0,0,0,
miniopterus schreibersii,0,1,0,2.008600172,1.5185139,1.079181,
miniopterus shortridgei,0,0,1,0,0,0,
miniopterus sororculus,0,0,0,0,0,0,
miniopterus tristis,0,0,0,0,0,0,
miopithecus ogouensis,0,1,0,0.602059991,0.4771213,0.4771213,
miopithecus talapoin,0,1,0,1.361727836,0.69897,0.69897,
mirimiri acrodonta,1,1,0,0,0,0,
mirounga angustirostris,0,0,0,2.374748346,0.4771213,0.4771213,
mirounga leonina,0,0,0,2.152288344,0.30103,0,
mirza coquereli,1,1,0,0.903089987,0,0,
mirza zaza,0,1,0,0.602059991,0,0,
mirzamys louiseae,0,0,0,0,0,0,
mirzamys norahae,0,0,1,0,0,0,
mogera etigo,1,1,0,0,0,0,
mogera imaizumii,0,0,0,0.84509804,0,0,
mogera insularis,0,0,0,0.301029996,0,0,
mogera robusta,0,0,0,0.84509804,0,0,
mogera tokudae,0,1,0,0.301029996,0,0,
mogera uchidai,0,0,0,0,0,0,
mogera wogura,0,0,0,1.113943352,0,0,
molossops aequatorianus,1,0,0,0,0,0,
molossops mattogrossensis,0,0,0,0,0,0,
molossops neglectus,0,0,1,0.301029996,0.30103,0.30103,
molossops temminckii,0,0,0,0.698970004,0,0,
molossus alvarezi,0,0,1,0.301029996,0,0,
molossus aztecus,0,1,0,0,0,0,
molossus bondae,0,0,0,0.477121255,0,0,
molossus coibensis,0,0,0,0.301029996,0,0,
molossus currentium,0,0,0,0.477121255,0,0,
molossus molossus,0,0,0,2.008600172,1.079181,0.95542425,
molossus pretiosus,0,0,0,0.301029996,0.30103,0.30103,
molossus rufus,0,0,0,1.113943352,0.95542425,0.95542425,
molossus sinaloae,0,0,0,0.698970004,0.30103,0.30103,
monachus monachus,1,0,0,1.397940009,0.30103,0,
monodelphis adusta,0,0,0,0,0,0,
monodelphis americana,0,1,0,0.903089987,0,0,
monodelphis brevicaudata,0,0,0,0.903089987,0,0,
monodelphis dimidiata,0,0,0,0.77815125,0,0,
monodelphis domestica,0,0,0,2.84135947,0.30103,0.30103,
monodelphis emiliae,0,0,0,0.477121255,0,0,
monodelphis glirina,0,0,0,0.301029996,0,0,
monodelphis handleyi,0,0,1,0,0,0,
monodelphis iheringi,0,1,1,0,0,0,
monodelphis kunsi,0,0,0,0,0,0,
monodelphis osgoodi,0,0,0,0,0,0,
monodelphis palliolata,0,1,0,0,0,0,
monodelphis peruviana,0,0,0,0,0,0,
monodelphis reigi,0,0,0,0,0,0,
monodelphis ronaldi,0,0,0,0,0,0,
monodelphis scalops,0,1,0,0.301029996,0,0,
monodelphis unistriata,1,0,0,0,0,0,
monodon monoceros,0,0,0,1.755874856,0,0,
monophyllus plethodon,0,0,0,0.301029996,0,0,
monophyllus redmani,0,0,0,0.84509804,0,0,
monticolomys koopmani,0,0,0,0,0,0,
mops bakarii,0,0,1,0,0,0,
mops brachypterus,0,0,0,0,0,0,
mops condylurus,0,0,0,1.176091259,1.041393,0.7781513,
mops congicus,0,0,0,0,0,0,
mops demonstrator,0,1,0,0,0,0,
mops leucogaster,0,0,0,0,0,0,
mops leucostigma,0,0,0,0.301029996,0,0,
mops midas,0,1,0,0,0,0,
mops mops,0,1,0,0,0,0,
mops nanulus,0,0,0,0,0,0,
mops niangarae,0,0,1,0,0,0,
mops niveiventer,0,0,0,0,0,0,
mops petersoni,0,0,0,0,0,0,
mops pusillus,0,1,0,0,0,0,
mops sarasinorum,0,0,1,0,0,0,
mops spurrelli,0,0,0,0,0,0,
mops thersites,0,0,0,0,0,0,
mops trevori,0,1,1,0,0,0,
mormoops blainvillei,0,0,0,0.301029996,0,0,
mormoops megalophylla,0,1,0,1.079181246,0.4771213,0.4771213,
mormopterus acetabulosus,1,1,0,0,0,0,
mormopterus beccarii,0,0,0,0,0,0,
mormopterus cobourgianus,0,0,0,0,0,0,
mormopterus doriae,0,0,1,0,0,0,
mormopterus eleryi,0,1,0,0,0,0,
mormopterus francoismoutoui,0,0,0,0.602059991,0,0,
mormopterus halli,0,0,1,0,0,0,
mormopterus jugularis,0,0,0,0.477121255,0,0,
mormopterus kalinowskii,0,0,0,0,0,0,
mormopterus kitcheneri,0,0,0,0,0,0,
mormopterus lumsdenae,0,1,0,0,0,0,
mormopterus minutus,0,1,0,0,0,0,
mormopterus phrudus,0,0,0,0,0,0,
mormopterus ridei,0,0,0,0,0,0,
moschiola indica,0,0,0,0.602059991,0,0,
moschiola kathygre,0,0,0,0,0,0,
moschiola meminna,0,0,0,0.477121255,0,0,
moschus anhuiensis,1,1,0,0.301029996,0,0,
moschus berezovskii,1,1,0,1.707570176,0,0,
moschus chrysogaster,1,1,0,1,0.30103,0,
moschus cupreus,1,1,0,0.698970004,0,0,
moschus fuscus,1,1,0,0,0,0,
moschus leucogaster,1,1,0,0.477121255,0,0,
moschus moschiferus,0,1,0,1.301029996,0,0,
mosia nigrescens,0,0,0,0.301029996,0,0,
mungos gambianus,0,0,0,0,0,0,
mungos mungo,0,0,0,1.799340549,0.4771213,0.4771213,
mungotictis decemlineata,1,1,0,0.602059991,0,0,
muntiacus atherodes,0,1,0,0.301029996,0,0,
muntiacus crinifrons,0,1,0,1,0,0,
muntiacus feae,0,0,1,0.698970004,0,0,
muntiacus gongshanensis,0,1,1,0.477121255,0,0,
muntiacus montanus,0,0,1,0,0,0,
muntiacus muntjak,0,1,0,1.86923172,0.30103,0.30103,
muntiacus puhoatensis,0,0,1,0,0,0,
muntiacus putaoensis,0,1,1,0.301029996,0,0,
muntiacus reevesi,0,1,0,1.748188027,0.7781513,0.60206,
muntiacus rooseveltorum,0,1,1,0.301029996,0,0,
muntiacus truongsonensis,0,1,1,0,0,0,
muntiacus vaginalis,0,1,0,1,0,0,
muntiacus vuquangensis,1,1,0,0.301029996,0,0,
murexia habbema,0,0,0,0,0,0,
murexia longicaudata,0,0,0,0,0,0,
murexia melanurus,0,0,0,0.301029996,0,0,
murexia naso,0,0,0,0,0,0,
murexia rothschildi,0,0,0,0,0,0,
muriculus imberbis,0,1,0,0.301029996,0,0,
murina aenea,0,1,0,0.301029996,0,0,
murina annamitica,0,0,0,0,0,0,
murina aurata,0,0,1,0,0.30103,0.30103,
murina balaensis,1,0,0,0,0,0,
murina beelzebub,0,0,1,0,0,0,
murina bicolor,0,0,0,0,0,0,
murina cyclotis,0,0,0,0.301029996,0,0,
murina eleryi,0,1,0,0.301029996,0,0,
murina feae,0,0,0,0,0,0,
murina fionae,0,0,0,0,0,0,
murina florium,0,0,0,0,0,0,
murina fusca,0,0,1,0,0,0,
murina gracilis,0,0,0,0.477121255,0,0,
murina harpioloides,1,1,0,0,0,0,
murina harrisoni,0,0,0,0,0,0,
murina hilgendorfi,0,0,0,0.698970004,0,0,
murina huttoni,0,0,0,0.301029996,0,0,
murina jaintiana,0,0,1,0,0,0,
murina leucogaster,0,0,0,1.146128036,0.4771213,0.30103,
murina lorelieae,0,0,1,0,0,0,
murina pluvialis,0,0,1,0,0,0,
murina puta,0,0,0,0,0,0,
murina recondita,0,0,0,0.301029996,0,0,
murina rozendaali,0,1,0,0,0,0,
murina ryukyuana,1,1,0,0,0,0,
murina shuipuensis,0,0,1,0.301029996,0,0,
murina suilla,0,0,0,0.301029996,0,0,
murina tenebrosa,1,0,0,0,0,0,
murina tubinaris,0,0,1,0,0,0,
murina ussuriensis,0,0,0,0.698970004,0,0,
murina walstoni,0,0,1,0,0,0,
mus baoulei,0,0,0,0.477121255,0.30103,0.30103,
mus booduga,0,0,0,1.770852012,0.4771213,0.4771213,
mus bufo,0,0,0,0,0,0,
mus callewaerti,0,0,1,0,0,0,
mus caroli,0,0,0,2.017033339,0.4771213,0,
mus cervicolor,0,0,0,1.477121255,0.60206,0.30103,
mus cookii,0,0,0,0.698970004,0.30103,0,
mus crociduroides,0,0,1,0,0,0,
mus cypriacus,0,0,0,0,0,0,
mus famulus,1,0,0,0.698970004,0,0,
mus fernandoni,1,0,0,0,0,0,
mus fragilicauda,0,0,0,0.477121255,0,0,
mus goundae,0,0,1,0,0,0,
mus haussa,0,0,0,0,0,0,
mus indutus,0,0,0,0.301029996,0,0,
mus macedonicus,0,0,0,1.204119983,0,0,
mus mahomet,0,0,0,0.301029996,0,0,
mus mattheyi,0,0,0,0.602059991,0.30103,0.30103,
mus mayori,0,0,0,0,0,0,
mus minutoides,0,0,0,1.568201724,0.4771213,0.30103,
mus musculoides,0,0,0,0.477121255,0.30103,0.30103,
mus musculus,0,0,0,3.742410881,2.123852,1.91908,
mus neavei,0,0,1,0,0,0,
mus oubanguii,0,0,1,0,0,0,
mus pahari,0,0,0,1.447158031,0,0,
mus phillipsi,0,0,0,0,0,0,
mus platythrix,0,0,0,1.342422681,0,0,
mus saxicola,0,0,0,0.698970004,0,0,
mus setulosus,0,0,0,0.301029996,0.30103,0.30103,
mus setzeri,0,0,0,0,0,0,
mus shortridgei,0,0,0,0,0,0,
mus sorella,0,0,0,0,0,0,
mus spicilegus,0,1,0,1.770852012,0.4771213,0.30103,
mus spretus,0,0,0,2.733999287,0.7781513,0.69897,
mus tenellus,0,0,0,0,0,0,
mus terricolor,0,0,0,1.278753601,0.4771213,0.30103,
mus triton,0,0,0,0.602059991,0,0,
mus vulcani,0,0,0,0,0,0,
muscardinus avellanarius,0,0,0,1.568201724,0.4771213,0.4771213,
musonycteris harrisoni,0,1,0,0.602059991,0,0,
musseromys anacuao,0,0,1,0,0,0,
musseromys beneficus,0,0,1,0,0,0,
musseromys gulantang,0,0,1,0,0,0,
musseromys inopinatus,0,0,1,0,0,0,
mustela africana,0,0,0,0.301029996,0,0,
mustela altaica,0,1,0,0.477121255,0,0,
mustela erminea,0,0,0,1.86923172,0.90309,0.69897,
mustela eversmanii,0,1,0,0.477121255,0,0,
mustela felipei,0,1,0,0,0,0,
mustela frenata,0,0,0,1,0.30103,0.30103,
mustela itatsi,0,1,0,1.230448921,0,0,
mustela kathiah,0,0,0,0.301029996,0.30103,0.30103,
mustela lutreola,1,1,0,1.72427587,1.278736,1.1139434,
mustela lutreolina,0,0,0,0,0,0,
mustela nigripes,1,1,0,1.826074803,0.60206,0.4771213,
mustela nivalis,0,0,0,1.832508913,0.30103,0.30103,
mustela nudipes,0,1,0,0,0,0,
mustela putorius,0,1,0,2.790988475,1.1760913,1.041393,
mustela russelliana,0,0,1,0,0,0,
mustela sibirica,0,0,0,1.431363764,0.30103,0.30103,
mustela strigidorsa,0,0,0,0,0,0,
mustela subpalmata,0,0,0,0.301029996,0,0,
mustela tonkinensis,0,0,1,0,0,0,
mydaus javanensis,0,0,0,0,0,0,
mydaus marchei,0,0,0,0,0,0,
mylomys dybowskii,0,0,0,0,0,0,
mylomys rex,0,0,1,0,0,0,
myocastor coypus,0,1,0,2.209515015,0.69897,0.69897,
myodes andersoni,0,0,0,0,0,0,
myodes californicus,0,0,0,0.301029996,0,0,
myodes centralis,0,0,0,0.301029996,0,0,
myodes gapperi,0,0,0,1.380211242,0.7781513,0.7781513,
myodes glareolus,0,0,0,2.691965103,1.4771213,1.3222193,
myodes regulus,0,0,0,1.361727836,0.4771213,0.4771213,
myodes rex,0,0,0,0.477121255,0,0,
myodes rufocanus,0,1,0,1.591064607,0.84509804,0.7781513,
myodes rutilus,0,0,0,1.414973348,1.041393,0.30103,
myodes shanseius,0,0,0,0.301029996,0,0,
myodes smithii,0,0,0,0,0,0,
myoictis leucura,0,0,1,0,0,0,
myoictis melas,0,0,0,0,0,0,
myoictis wallacei,0,0,0,0,0,0,
myoictis wavicus,0,0,1,0,0,0,
myomimus personatus,0,0,1,0,0,0,
myomimus roachi,0,1,0,0,0.30103,0.30103,
myomimus setzeri,0,0,1,0,0,0,
myomyscus angolensis,0,0,0,0,0,0,
myomyscus brockmani,0,0,0,0,0,0,
myomyscus verreauxii,0,0,0,0,0,0,
myomyscus yemeni,0,0,1,0,0,0,
myonycteris brachycephala,1,1,0,0,0,0,
myonycteris leptodon,0,0,0,0.301029996,0,0,
myonycteris relicta,0,1,0,0,0,0,
myonycteris torquata,0,0,0,0.954242509,0.60206,0.60206,
myoprocta acouchy,0,0,0,0.77815125,0.30103,0.30103,
myoprocta pratti,0,0,0,0.77815125,0,0,
myopterus daubentonii,0,0,1,0,0,0,
myopterus whitleyi,0,1,0,0,0,0,
myopus schisticolor,0,0,0,1.414973348,0,0,
myosciurus pumilio,0,0,0,0,0,0,
myosorex babaulti,0,1,0,0,0,0,
myosorex blarina,1,1,0,0,0,0,
myosorex bururiensis,0,0,0,0,0,0,
myosorex cafer,0,1,0,0,0,0,
myosorex eisentrauti,1,1,0,0,0,0,
myosorex geata,1,1,0,0.301029996,0,0,
myosorex gnoskei,1,0,0,0,0,0,
myosorex jejei,0,0,0,0,0,0,
myosorex kabogoensis,0,0,1,0,0,0,
myosorex kihaulei,1,1,0,0,0,0,
myosorex longicaudatus,1,1,0,0,0,0,
myosorex okuensis,0,1,0,0,0,0,
myosorex rumpii,1,1,0,0,0,0,
myosorex schalleri,0,0,1,0,0,0,
myosorex sclateri,0,1,0,0,0,0,
myosorex tenuis,0,0,1,0,0,0,
myosorex varius,0,0,0,0.84509804,0,0,
myosorex zinki,0,0,0,0.477121255,0,0,
myospalax aspalax,0,0,0,0.477121255,0,0,
myospalax myospalax,0,0,0,0.77815125,0,0,
myospalax psilurus,0,0,0,0.903089987,0,0,
myotis adversus,0,0,0,0.77815125,0,0,
myotis aelleni,0,0,1,0.301029996,0,0,
myotis albescens,0,0,0,0.77815125,0.30103,0.30103,
myotis alcathoe,0,0,1,0.602059991,0,0,
myotis altarium,0,0,0,0.698970004,0.30103,0,
myotis anjouanensis,0,0,1,0,0,0,
myotis annamiticus,0,0,1,0,0,0,
myotis annatessae,0,0,1,0,0,0,
myotis annectans,0,0,0,0.301029996,0,0,
myotis atacamensis,1,0,0,0,0,0,
myotis ater,0,0,0,0,0,0,
myotis aurascens,0,0,0,0,0,0,
myotis auriculus,0,0,0,0.301029996,0,0,
myotis australis,0,0,1,0,0,0,
myotis austroriparius,0,0,0,0.84509804,0.30103,0.30103,
myotis badius,0,0,1,0,0,0,
myotis bechsteinii,0,1,0,1.531478917,0.4771213,0,
myotis blythii,0,1,0,1.230448921,0.60206,0.4771213,
myotis bocagii,0,0,0,0,0,0,
myotis bombinus,0,1,0,0.698970004,0,0,
myotis borneoensis,0,0,1,0,0,0,
myotis brandtii,0,0,0,1.397940009,0,0,
myotis bucharensis,0,0,1,0.301029996,0,0,
myotis californicus,0,0,0,0.954242509,0.4771213,0.30103,
myotis capaccinii,0,1,0,1.146128036,0.30103,0.30103,
myotis chiloensis,0,0,0,0.84509804,0.30103,0.30103,
myotis chinensis,0,0,0,0.602059991,0.4771213,0.30103,
myotis ciliolabrum,0,0,0,0.903089987,0.30103,0.30103,
myotis cobanensis,0,0,1,0,0,0,
myotis csorbai,0,0,1,0,0,0,
myotis dasycneme,0,1,0,1.301029996,0.60206,0.4771213,
myotis daubentonii,0,0,0,1.963787827,0.30103,0.7781513,
myotis davidii,0,0,0,1.255272505,0.4771213,0.30103,
myotis dieteri,0,0,1,0,0,0,
myotis diminutus,0,0,1,0,0,0,
myotis dinellii,0,0,0,0,0,0,
myotis dominicensis,0,0,0,0,0,0,
myotis elegans,0,0,0,0,0,0,
myotis emarginatus,0,0,0,1.041392685,0.4771213,0.4771213,
myotis escalerai,0,0,0,0.602059991,0,0,
myotis evotis,0,0,0,0.84509804,0.30103,0.30103,
myotis federatus,0,0,1,0,0,0,
myotis fimbriatus,0,0,0,0.698970004,0,0,
myotis findleyi,1,1,0,0,0,0,
myotis formosus,0,1,0,0.477121255,0.30103,0.30103,
myotis fortidens,0,0,0,0,0,0,
myotis frater,0,0,1,0.698970004,0,0,
myotis gomantongensis,0,0,0,0,0,0,
myotis goudoti,0,0,0,0.77815125,0,0,
myotis grisescens,0,0,0,1,0.30103,0.30103,
myotis hajastanicus,1,0,0,0.301029996,0,0,
myotis hasseltii,0,0,0,0,0,0,
myotis hermani,0,0,1,0,0,0,
myotis horsfieldii,0,0,0,0.602059991,0.4771213,0,
myotis ikonnikovi,0,1,0,0.698970004,0,0,
myotis indochinensis,0,0,1,0,0,0,
myotis insularum,0,0,1,0,0,0,
myotis izecksohni,0,0,1,0,0,0,
myotis keaysi,0,0,0,0.477121255,0,0,
myotis keenii,0,0,0,0.602059991,0.60206,0.60206,
myotis laniger,0,0,0,0.301029996,0,0,
myotis lavali,0,0,0,0.602059991,0,0,
myotis leibii,1,1,0,0.477121255,0.30103,0.30103,
myotis levis,0,0,0,0.698970004,0.30103,0.30103,
myotis longipes,0,0,1,0,0,0,
myotis lucifugus,1,1,0,2.57863921,0.90309,0.7781513,
myotis macrodactylus,0,0,0,1.113943352,0.60206,0.30103,
myotis macropus,0,0,0,0.477121255,0,0,
myotis macrotarsus,0,0,0,0,0,0,
myotis martiniquensis,0,0,0,0,0,0,
myotis melanorhinus,0,0,0,0,0,0,
myotis moluccarum,0,0,0,0,0,0,
myotis montivagus,0,0,1,0.301029996,0,0,
myotis morrisi,0,0,1,0,0,0,
myotis muricola,0,0,0,0.301029996,0,0,
myotis myotis,0,0,0,2.350248018,0.84509804,0.60206,
myotis mystacinus,0,0,0,1.301029996,0.60206,0.4771213,
myotis nattereri,0,0,0,1.69019608,0.69897,0.60206,
myotis nesopolus,0,0,0,0.301029996,0,0,
myotis nigricans,0,0,0,1.491361694,0.60206,0.60206,
myotis nipalensis,0,0,0,0,0,0,
myotis nyctor,0,0,0,0,0,0,
myotis occultus,0,0,0,0.301029996,0,0,
myotis oreias,0,0,1,0,0,0,
myotis oxyotus,0,0,0,0.477121255,0,0,
myotis peninsularis,1,1,0,0,0,0,
myotis pequinius,0,0,0,0.698970004,0,0,
myotis petax,0,0,0,0.954242509,0,0,
myotis peytoni,0,0,1,0,0,0,
myotis pilosus,0,1,0,0.477121255,0,0,
myotis planiceps,1,1,0,0,0,0,
myotis pruinosus,1,0,0,0.477121255,0,0,
myotis punicus,0,0,1,0.477121255,0,0,
myotis ridleyi,0,1,0,0,0,0,
myotis riparius,0,0,0,0.903089987,0.30103,0.30103,
myotis rosseti,0,0,0,0,0,0,
myotis ruber,0,0,0,0.477121255,0,0,
myotis rufoniger,0,0,0,0.301029996,0,0,
myotis rufopictus,0,0,1,0,0,0,
myotis schaubi,0,0,1,0,0,0,
myotis scotti,0,0,0,0,0,0,
myotis secundus,0,0,0,0,0,0,
myotis septentrionalis,0,1,0,1.342422681,0.69897,0.69897,
myotis sibiricus,0,1,0,0,0,0,
myotis sicarius,0,0,0,0,0,0,
myotis siligorensis,0,0,0,0.477121255,0.30103,0,
myotis simus,0,0,1,0.477121255,0,0,
myotis sodalis,0,0,0,1.278753601,0,0,
myotis soror,0,0,1,0,0,0,
myotis stalkeri,0,0,1,0,0,0,
myotis thysanodes,0,0,0,1,0.30103,0.30103,
myotis tricolor,0,0,0,0.602059991,0,0,
myotis velifer,0,0,0,1.431363764,0.4771213,0.30103,
myotis vivesi,0,1,0,1,0,0,
myotis volans,0,0,0,0.954242509,0.30103,0.30103,
myotis welwitschii,0,0,0,0,0,0,
myotis yanbarensis,1,1,0,0.301029996,0,0,
myotis yumanensis,0,0,0,1,0.4771213,0.30103,
myrmecobius fasciatus,1,1,0,1.278753601,0,0,
myrmecophaga tridactyla,0,1,0,1.949390007,0.7781513,0.7781513,
mysateles melanurus,0,1,0,0,0,0,
mysateles prehensilis,0,0,0,0,0,0,
mystacina robusta,1,0,0,0,0,0,
mystacina tuberculata,0,1,0,1.278753601,0,0,
mystromys albicaudatus,0,1,0,1.591064607,0,0,
myzopoda aurita,0,0,0,0.301029996,0,0,
myzopoda schliemanni,0,0,0,0,0,0,
naemorhedus baileyi,0,1,0,0.301029996,0,0,
naemorhedus caudatus,0,1,0,0.954242509,0,0,
naemorhedus goral,0,1,0,1.041392685,0.30103,0,
nandinia binotata,0,0,0,1.041392685,0,0,
nanger dama,1,1,0,1.255272505,0,0,
nanger granti,0,1,0,0.903089987,0.95542425,0.4771213,
nanger soemmerringii,0,1,0,0.477121255,0,0,
nannosciurus melanotis,0,1,0,0,0,0,
nannospalax ehrenbergi,0,1,1,0.84509804,0,0,
nannospalax leucodon,0,1,1,0.77815125,0,0,
nannospalax xanthodon,0,0,1,0.602059991,0,0,
nanonycteris veldkampii,0,0,0,0.301029996,0,0,
napaeozapus insignis,0,0,0,0.602059991,0.30103,0.30103,
nasalis larvatus,1,1,0,1.716003344,0.30103,0.30103,
nasua narica,0,1,0,1.591064607,0.4771213,0.4771213,
nasua nasua,0,1,0,2.093421685,0.90309,0.7781513,
nasuella meridensis,1,1,0,0.301029996,0,0,
nasuella olivacea,0,1,0,0.602059991,0,0,
natalus espiritosantensis,0,0,0,0,0,0,
natalus jamaicensis,1,1,0,0,0,0,
natalus major,0,1,0,0,0,0,
natalus mexicanus,0,0,0,0.301029996,0,0,
natalus primus,0,1,0,0,0,0,
natalus stramineus,0,0,0,0.698970004,0.30103,0.30103,
natalus tumidirostris,0,0,0,0.477121255,0.69897,0.69897,
neacomys dubosti,0,0,0,0,0,0,
neacomys guianae,0,0,0,0,0,0,
neacomys minutus,0,0,0,0,0,0,
neacomys musseri,0,0,0,0.301029996,0.30103,0,
neacomys paracou,0,0,0,0.301029996,0,0,
neacomys pictus,0,0,1,0,0,0,
neacomys spinosus,0,0,0,0.77815125,0.30103,0.30103,
neacomys tenuipes,0,0,0,0.301029996,0,0,
neamblysomus gunningi,1,0,0,0,0,0,
neamblysomus julianae,1,0,0,0,0,0,
necromys amoenus,0,0,0,0,0,0,
necromys benefactus,0,1,0,0.477121255,0.4771213,0.30103,
necromys lactens,0,1,0,0,0,0,
necromys lasiurus,0,0,0,1.556302501,0.4771213,0.30103,
necromys lenguarum,0,0,0,0,0,0,
necromys obscurus,0,1,0,0,0.60206,0.4771213,
